qc_id,fid,grad,ime stolpa,oddaljenost od jedra,stanje,oblika,dimenzije,debelina sten,površina spodnje etaže,sekundarne funkcije,opombe,datacija,zanesljivost lokacije,zanesljivost opredelitve,icon_url
"0","1",Celje,Friderikov stolp,90m,Ohranjen,Kvadratna,,,,"Bivalna zgornja etaža, ječa v kletni etaži",S širitvijo gradu stolp spremeni značaj v bergfrid.,,Zanesljiva,Zanesljiva,./0.png
